GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
280,114,2,3.7,2.5,9.44,1,0.8303431
330,113,5,3.6,2.2,9.66,0,0.8076421
320,117,2,4.1,4.9,9.28,1,0.84917974
273,98,5,3.3,2.2,9.71,1,0.7804058
279,113,1,3.4,1.2,8.48,0,0.71291375
264,95,2,1.2,3.9,9.08,0,0.6494922
290,100,5,3.5,1.5,8.57,1,0.74488676
321,85,5,2.3,2.0,7.83,0,0.45297974
271,83,1,2.8,2.0,7.01,1,0.59100664
315,94,3,4.5,3.7,8.37,0,0.66297805
315,120,3,1.9,1.1,8.89,0,0.79903805
271,118,3,4.2,3.7,6.52,0,0.6615841
325,107,3,1.4,3.4,7.22,1,0.69934005
285,91,4,4.2,2.9,8.76,1,0.70103675
327,102,1,4.7,4.9,7.68,1,0.7542934
289,80,2,5.0,3.4,7.09,1,0.6590445
279,88,5,2.2,4.4,8.72,1,0.70039755
325,117,1,2.8,4.3,9.12,0,0.8402476
294,100,4,4.5,4.9,7.41,0,0.6943984
338,85,5,4.7,2.8,8.71,0,0.61140025
310,110,3,1.7,2.2,8.72,1,0.7620957
273,90,1,4.2,4.4,6.42,1,0.6303762
314,117,5,1.5,1.9,7.69,0,0.742018
295,96,5,4.4,4.9,6.78,0,0.6855723
312,113,5,3.2,4.0,6.13,0,0.86457014
313,120,2,1.3,1.9,9.46,1,0.8905717
322,108,5,4.7,4.3,8.08,1,0.76502985
317,110,3,1.5,1.3,7.44,0,0.67507744
286,109,1,4.1,2.4,8.96,1,0.7383483
261,114,5,3.4,3.8,7.33,1,0.71719724
337,106,2,4.2,3.0,6.31,0,0.7911083
282,98,3,4.0,2.2,9.82,1,0.7893663
294,107,2,1.4,2.1,6.81,0,0.60424995
321,84,5,3.1,4.0,7.92,0,0.5745642
331,90,4,4.4,1.7,6.71,1,0.54898447
318,105,2,3.5,3.2,7.19,0,0.618261
335,85,2,2.2,1.4,8.67,1,0.70303166
323,112,2,4.6,4.5,9.7,0,0.8832803
300,97,4,4.1,1.2,6.84,1,0.5680318
292,85,3,4.9,2.8,9.5,1,0.73189867
268,109,2,4.7,2.1,8.54,0,0.7071718
338,93,5,4.9,2.5,7.99,0,0.6022785
333,92,4,1.0,4.9,8.21,0,0.6337136
308,80,3,4.7,1.2,9.81,1,0.7391898
261,100,5,2.2,3.1,8.29,1,0.6776828
262,97,1,4.4,2.1,8.6,1,0.66621256
282,117,5,1.1,3.3,8.14,1,0.7019381
333,118,1,3.9,4.2,9.08,1,0.8621953
278,95,4,2.8,3.5,8.42,0,0.5758531
277,84,4,5.0,4.5,6.07,1,0.70013183
294,95,4,5.0,4.2,9.24,1,0.761966
313,88,1,3.1,4.3,8.32,0,0.634669
319,120,2,3.3,1.5,9.95,0,0.8914264
268,98,3,2.9,1.8,9.64,0,0.75673705
311,95,3,2.8,3.3,8.25,0,0.601487
309,112,3,2.7,4.0,7.71,0,0.63904244
271,107,3,4.4,2.4,8.83,1,0.7622871
276,85,5,4.3,2.1,8.12,1,0.69151384
308,108,3,2.2,4.6,7.46,1,0.6085013
307,98,5,1.5,1.0,6.98,1,0.66458845
286,107,2,2.7,4.1,9.2,0,0.78391045
273,83,4,1.6,2.8,9.1,0,0.56691587
314,81,2,2.4,3.7,8.82,1,0.684043
272,119,3,4.3,2.4,7.24,1,0.65976834
262,105,5,2.2,4.8,7.51,0,0.6106679
323,93,3,3.3,1.7,7.9,1,0.5917088
331,93,5,4.0,4.2,7.72,0,0.65911835
282,91,4,4.0,3.6,9.32,1,0.72985935
339,108,5,4.8,3.2,9.81,1,0.93750525
332,105,1,2.5,4.8,9.61,0,0.86353415
298,108,4,2.5,4.8,6.22,0,0.6787534
317,111,3,3.9,2.5,8.06,1,0.6494646
277,115,3,1.8,1.1,7.38,0,0.6728548
313,105,3,2.7,4.5,7.88,1,0.65124685
290,87,3,2.0,3.5,9.2,0,0.57250804
323,93,2,3.9,1.3,9.5,1,0.74801373
301,92,2,2.4,3.3,7.29,0,0.52572465
296,111,2,3.6,3.7,7.67,1,0.6470122
329,115,2,3.8,2.3,7.93,1,0.592053
337,83,4,4.9,4.0,7.95,0,0.69126046
301,117,4,2.5,4.1,8.36,0,0.6917522
288,90,2,4.4,2.0,9.16,1,0.6969127
329,91,5,2.1,1.9,6.24,0,0.5770034
262,80,2,3.1,3.7,9.41,0,0.5995683
277,88,1,2.4,3.8,8.05,0,0.49111062
288,116,3,3.7,4.7,7.2,0,0.65595245
311,105,5,4.7,3.8,6.44,1,0.6585674
301,102,2,2.0,3.7,9.38,1,0.7897606
311,80,3,2.8,4.0,6.16,1,0.69774425
295,83,4,3.2,4.5,7.97,0,0.59811807
267,93,5,2.0,1.7,7.17,1,0.7001383
339,90,3,1.0,3.7,7.58,0,0.65701574
261,111,5,4.3,2.5,8.0,1,0.7686486
310,118,2,3.3,2.9,6.64,1,0.618116
274,100,5,2.8,3.9,7.75,0,0.56494606
276,118,5,3.8,1.2,8.42,0,0.72516173
272,82,2,2.5,4.0,8.63,0,0.5063938
313,116,3,2.5,1.3,7.71,0,0.74356806
284,110,4,4.1,2.2,8.84,0,0.75025904
333,103,5,2.6,1.3,7.98,1,0.6129941
334,96,1,4.5,2.5,9.71,1,0.8226035
292,112,3,1.6,4.3,8.85,1,0.7505147
337,109,1,2.1,3.0,6.61,1,0.70063096
281,90,4,2.4,3.5,8.78,0,0.573635
303,81,3,2.9,3.2,8.14,1,0.65096396
263,110,1,1.5,3.0,8.03,0,0.6675092
285,83,4,1.3,2.5,7.04,0,0.42530715
260,86,1,1.6,2.5,9.39,0,0.6051003
269,90,5,1.8,3.3,7.06,1,0.64503115
261,106,1,3.6,4.6,7.73,1,0.645347
288,106,3,4.1,3.7,8.31,0,0.62413013
284,107,4,3.4,2.3,9.48,0,0.8272292
319,119,4,4.7,3.3,7.56,0,0.7819604
272,86,3,2.6,4.8,9.48,1,0.7009773
299,80,5,4.1,2.9,6.61,0,0.52882314
293,110,2,4.4,1.7,7.95,0,0.6434402
294,88,5,2.5,3.8,7.9,0,0.5255641
338,99,4,2.2,3.2,8.7,1,0.7732513
298,117,4,2.2,2.8,6.16,1,0.6748652
301,94,5,4.5,3.8,6.56,1,0.6816672
284,82,3,1.2,1.5,6.77,0,0.40822643
273,120,2,4.9,4.3,6.03,0,0.69841516
260,115,3,3.0,2.7,7.97,1,0.70331204
298,95,1,4.4,1.3,6.11,1,0.47731045
289,81,2,4.7,1.7,6.1,0,0.4352242
264,93,5,5.0,3.9,9.88,0,0.77748567
330,111,2,1.0,3.5,9.04,1,0.8289045
321,113,4,3.2,1.1,8.74,0,0.71019757
336,101,4,4.3,1.4,9.37,0,0.7253878
290,93,4,2.8,1.6,6.34,0,0.40713763
266,99,3,3.5,2.1,9.2,1,0.71708786
288,97,3,1.2,3.8,8.95,1,0.6724992
310,104,4,2.1,2.0,8.52,0,0.59053046
336,113,5,3.1,3.4,8.11,0,0.8246519
338,102,5,3.0,4.9,8.04,1,0.71783954
310,85,5,4.1,1.2,9.69,1,0.77765167
330,95,5,1.4,1.7,9.26,1,0.80824846
328,110,5,1.3,1.1,9.1,1,0.77579755
273,98,5,1.7,4.8,6.48,1,0.580487
282,111,3,1.9,2.0,9.25,1,0.79791236
339,116,3,1.2,3.0,7.03,1,0.84419733
302,100,2,1.3,3.2,8.24,0,0.62476593
315,84,2,1.5,4.1,8.59,0,0.5858366
280,108,4,1.0,3.2,6.74,0,0.54463536
289,106,5,4.6,3.3,6.17,0,0.59920186
335,98,4,2.0,3.2,7.22,1,0.652768
299,81,1,1.7,4.8,9.7,0,0.611019
281,104,1,4.3,4.3,8.92,1,0.7231055
261,97,3,4.8,2.1,9.82,1,0.7853501
282,82,3,3.8,4.9,8.14,1,0.6812148
321,109,4,1.8,4.8,7.43,0,0.7502583
289,86,2,1.3,2.0,7.72,1,0.6809428
286,81,5,1.3,2.3,7.92,1,0.7616535
334,102,3,1.2,2.1,7.51,1,0.6953988
296,112,1,4.8,1.9,7.48,1,0.60587484
329,116,3,2.0,4.2,9.21,1,0.8844855
275,113,5,2.2,3.1,8.04,0,0.6327505
279,112,5,1.5,2.2,8.79,1,0.7833184
333,107,3,3.3,4.0,6.12,1,0.68670255
305,93,1,1.1,3.5,9.68,0,0.7159354
333,96,3,1.7,1.3,6.49,1,0.64503294
284,90,3,3.5,1.3,6.54,0,0.40498284
318,111,4,2.8,1.3,6.85,1,0.5785777
291,118,1,3.0,1.2,7.62,1,0.5763525
276,98,2,2.0,3.1,6.7,0,0.4247968
339,82,2,1.2,4.5,9.04,1,0.78586483
269,97,3,3.8,4.1,9.29,0,0.7001841
276,92,4,1.2,4.8,6.01,0,0.5093666
261,84,1,1.6,4.1,8.24,1,0.60375726
325,91,4,2.8,1.6,9.74,0,0.61586654
288,102,3,2.1,3.1,8.33,0,0.6435942
263,98,3,2.4,4.6,6.87,0,0.5157671
289,97,5,1.3,1.7,6.03,0,0.4709422
320,99,5,4.5,2.0,6.36,1,0.5423109
317,93,2,1.0,2.1,8.19,1,0.6783555
335,118,3,4.8,1.5,8.69,1,0.73945266
293,109,5,1.3,3.6,8.04,0,0.55575883
337,102,5,4.1,1.1,9.14,1,0.79760903
283,95,5,2.0,2.6,6.43,0,0.39514032
284,80,3,1.7,2.3,7.42,1,0.7225589
284,92,5,1.6,1.1,8.02,1,0.7623473
289,110,5,2.9,1.1,6.92,1,0.54723454
314,84,5,4.1,1.8,9.83,1,0.78312624
283,90,4,2.4,3.8,7.41,0,0.5143812
298,94,4,1.2,3.7,7.85,1,0.6502423
336,94,1,1.9,2.1,7.41,0,0.57813054
261,110,4,2.5,1.6,8.42,1,0.7344118
293,84,1,1.8,1.5,6.73,0,0.35057867
275,86,5,3.4,4.4,6.64,1,0.65624
307,100,3,4.7,2.4,9.12,1,0.75975806
283,103,4,2.5,2.1,9.0,0,0.7213369
309,80,2,1.6,1.1,6.16,0,0.41340768
261,108,4,3.0,2.6,6.8,0,0.56550354
298,103,1,1.4,3.1,9.56,1,0.8098429
340,84,1,1.2,4.8,8.8,0,0.68212765
318,102,5,3.9,3.0,6.6,0,0.6941581
282,101,5,1.8,3.1,9.03,1,0.73119134
271,80,4,1.3,2.6,7.4,0,0.45400068
336,107,3,3.1,1.5,9.71,0,0.796833
328,117,5,2.5,1.9,6.93,0,0.8708185
274,85,5,2.6,1.4,6.68,1,0.74165887
319,111,2,4.7,3.8,6.99,1,0.65515965
323,92,4,2.3,1.9,8.01,0,0.51036197
261,80,5,2.6,4.1,6.07,0,0.5105863
329,93,2,1.7,3.5,7.51,0,0.61267316
323,116,1,4.3,1.1,9.81,0,0.8486625
295,117,4,2.7,4.2,8.02,0,0.6592509
272,88,3,4.8,1.7,9.94,1,0.7690183
261,113,3,3.8,3.7,6.48,0,0.6264848
264,99,2,1.6,3.6,9.52,1,0.73472023
299,112,3,3.6,4.5,9.76,1,0.8588764
339,100,1,3.1,2.0,7.41,1,0.5185392
323,105,2,1.1,1.7,7.56,1,0.6043133
298,118,1,2.9,2.9,8.05,1,0.65794027
294,88,3,4.1,1.4,9.12,1,0.7011721
316,85,4,3.3,4.5,7.38,0,0.6205052
300,108,5,4.7,4.1,9.19,0,0.7713802
304,115,1,4.0,2.2,8.59,1,0.7285588
293,118,5,4.6,4.7,8.63,1,0.844378
278,98,1,3.6,1.2,8.86,1,0.66391253
301,107,4,1.7,2.4,6.41,0,0.68004835
276,114,4,1.2,3.3,6.1,1,0.61585146
294,118,4,1.0,4.4,8.59,1,0.7678953
335,82,5,5.0,1.5,6.95,0,0.50195163
294,116,3,2.7,4.3,7.81,0,0.6376432
265,93,3,3.9,2.6,7.78,1,0.6219757
311,94,4,2.7,3.0,6.05,0,0.59963554
333,106,4,1.4,4.4,7.88,1,0.70482856
302,109,2,2.8,3.2,6.62,1,0.54551363
282,100,1,3.8,2.9,6.24,0,0.51565933
302,102,3,3.9,2.3,8.67,0,0.65859395
312,88,4,4.3,2.7,8.48,1,0.69007736
331,86,3,2.6,3.5,8.78,0,0.61755794
332,113,1,4.2,3.1,6.87,0,0.755131
326,80,1,3.2,1.9,6.58,0,0.4651458
325,103,2,1.7,1.6,8.4,1,0.65275145
293,96,4,4.2,1.2,9.89,0,0.74935895
294,80,5,2.5,4.0,9.93,1,0.77270454
286,83,3,2.9,4.5,9.07,0,0.59223783
286,109,1,4.4,2.8,8.59,1,0.70403725
323,114,4,3.3,2.7,6.39,1,0.6719973
298,113,1,4.8,3.1,8.32,0,0.6710991
319,89,2,2.1,2.5,9.76,1,0.7277894
340,114,1,4.3,4.2,9.19,1,0.87706405
332,101,4,3.0,3.7,6.92,1,0.5859185
282,98,3,1.3,1.7,6.5,0,0.47542864
337,110,4,2.0,2.2,7.46,0,0.8011065
270,109,5,4.1,4.2,9.66,0,0.86574715
263,81,1,4.3,1.4,7.06,0,0.4428588
310,116,2,3.2,2.0,8.18,0,0.6819143
297,112,1,1.2,2.0,8.42,1,0.70019156
310,93,4,3.5,1.3,6.26,1,0.5355506
307,104,1,3.6,1.4,8.14,1,0.59260786
339,95,2,2.7,3.9,8.16,1,0.7320257
295,105,3,2.1,2.2,7.22,0,0.54470515
284,115,3,4.3,3.3,9.32,1,0.8359604
264,100,3,4.3,4.2,9.76,1,0.7695853
333,93,5,3.8,2.8,6.71,0,0.6266756
328,91,5,4.4,1.3,6.67,0,0.57560736
282,120,1,4.8,4.2,7.29,1,0.71370614
273,107,4,1.2,3.0,7.03,1,0.54737794
311,117,1,2.2,3.8,6.9,1,0.6510928
307,99,1,3.5,2.8,9.94,0,0.7928044
316,109,1,1.5,2.9,7.3,0,0.69198346
292,109,3,3.9,3.0,9.4,0,0.80471516
297,99,1,4.9,3.3,7.94,0,0.5991067
324,107,5,2.4,1.4,9.81,0,0.6909566
265,87,3,2.0,2.4,9.62,1,0.67229533
280,89,2,4.6,3.9,9.72,0,0.65772384
286,105,3,3.1,3.0,6.75,1,0.5748663
328,83,3,3.7,2.8,9.44,0,0.62375724
265,83,3,4.4,1.3,7.72,1,0.6561389
299,112,2,3.6,3.5,7.95,1,0.6561537
284,101,1,3.3,2.4,6.87,0,0.47194567
328,103,3,4.8,3.2,7.13,1,0.6279276
321,119,4,1.3,2.4,7.77,0,0.8147124
338,119,2,4.7,4.6,9.08,0,0.8507721
305,109,2,1.9,3.7,8.62,0,0.73321944
307,99,2,1.0,3.3,6.39,0,0.6024849
297,117,2,2.3,4.6,9.31,0,0.8714564
320,81,2,2.3,1.6,9.05,1,0.6813178
340,118,4,2.7,3.8,7.79,0,0.9473892
276,96,5,4.1,1.2,9.73,0,0.74752337
307,115,3,3.1,2.7,8.41,1,0.73364604
292,117,3,1.8,2.5,8.95,1,0.8061122
277,97,1,1.2,3.9,8.61,0,0.625815
295,103,4,1.2,3.8,8.51,0,0.6352994
313,83,4,3.1,4.3,9.28,0,0.6588776
262,107,1,2.1,2.8,6.06,1,0.53857225
279,106,1,1.5,3.7,9.73,0,0.8531085
290,93,2,2.6,3.7,6.45,0,0.51198405
280,88,2,2.1,1.9,8.03,1,0.6335314
293,83,2,1.8,2.8,6.29,1,0.7032613
316,89,4,4.8,3.9,9.63,1,0.77051383
296,94,5,4.0,1.6,9.27,0,0.6603143
260,82,2,3.4,2.6,6.88,0,0.43188998
316,119,5,1.2,3.2,9.4,1,0.90268445
314,113,1,4.4,2.8,8.06,0,0.65532243
290,86,5,4.4,2.6,6.44,1,0.67635083
282,115,5,2.0,3.7,6.69,1,0.5819734
334,103,3,3.8,2.5,9.24,1,0.80870736
307,114,5,3.6,3.7,9.72,0,0.8934166
279,91,2,1.6,3.8,6.49,1,0.6029806
266,110,3,1.8,5.0,7.32,1,0.5963831
261,113,2,3.9,1.4,7.1,0,0.61441815
299,108,4,4.2,3.5,7.79,1,0.71651316
283,96,3,2.5,1.8,9.81,1,0.75460386
333,87,2,3.4,3.1,9.11,0,0.64326864
268,115,3,4.3,3.6,8.11,1,0.75135916
302,90,1,4.1,4.5,8.64,1,0.7144174
310,117,4,4.2,3.7,6.47,0,0.82409674
337,109,2,1.8,4.4,9.75,0,0.8791112
309,106,3,2.2,3.8,6.69,0,0.6858063
335,85,5,1.2,3.9,6.41,1,0.73270845
281,120,3,3.5,3.4,9.82,0,0.9618637
269,102,1,3.5,3.6,8.94,1,0.6902587
326,106,2,1.5,4.7,9.79,0,0.87347835
263,104,4,3.9,1.4,9.83,1,0.8312748
289,96,5,4.3,4.1,6.67,1,0.688744
281,101,3,1.7,4.5,7.1,0,0.5537781
332,101,2,1.3,3.6,6.95,0,0.7269355
300,119,2,3.5,2.1,7.37,1,0.57914764
275,104,5,4.6,2.3,7.21,0,0.62318695
315,106,3,1.3,1.4,9.94,0,0.75594175
328,91,1,4.2,4.3,9.15,0,0.7373693
273,85,5,4.3,4.4,7.13,1,0.6883855
311,95,1,3.1,2.1,7.71,0,0.53373814
273,100,1,2.4,3.5,8.18,1,0.611483
306,111,5,4.0,2.6,8.84,0,0.71437824
275,105,3,3.2,1.4,8.39,0,0.6602176
302,100,5,1.4,2.2,6.57,1,0.57895315
327,85,3,1.2,2.0,6.25,0,0.53530824
296,117,4,2.6,3.8,9.74,1,0.90651864
273,113,3,2.9,1.4,7.58,0,0.6006057
300,96,1,3.8,2.4,6.1,1,0.5266306
332,97,1,3.4,4.1,8.98,1,0.80447614
283,96,1,4.5,3.7,7.77,1,0.6809528
334,90,5,4.0,3.1,7.33,0,0.562912
278,120,5,1.5,4.7,8.7,0,0.780913
271,80,5,1.3,4.4,9.33,1,0.71651715
306,104,2,2.6,1.6,6.92,1,0.4757095
271,94,5,4.8,4.0,8.13,0,0.6537061
262,114,2,4.4,3.7,9.05,0,0.79416114
289,91,2,4.2,4.4,9.6,0,0.66817135
317,120,5,3.2,1.3,9.47,0,0.7832337
305,101,2,2.1,1.8,7.1,0,0.5450484
310,102,5,3.7,3.9,7.02,1,0.6372095
274,81,1,1.0,4.9,7.33,1,0.63969225
302,84,3,3.0,4.5,9.59,0,0.64975435
281,114,1,1.4,3.6,8.26,1,0.64391327
268,107,4,3.0,3.9,8.24,0,0.6544382
298,80,1,3.3,1.6,6.56,0,0.38895762
340,96,2,4.8,3.4,9.14,0,0.7581769
327,101,3,2.8,4.2,8.91,1,0.7795579
316,81,3,2.0,3.8,9.15,1,0.6909144
327,80,4,2.3,3.2,7.26,1,0.7245003
266,116,3,2.5,3.2,9.82,0,0.9610947
261,108,5,2.1,4.2,7.16,0,0.579711
313,95,2,4.6,1.8,9.16,1,0.7358327
296,103,3,1.1,3.4,8.64,0,0.6867874
333,113,5,1.1,3.0,9.01,1,0.8429457
287,86,2,1.5,3.1,9.83,0,0.6259647
318,97,2,2.5,3.3,6.9,1,0.56323713
305,90,2,2.9,3.0,7.76,0,0.5294432
322,102,2,2.1,1.0,7.03,1,0.4860177
294,92,2,2.6,4.6,9.71,1,0.7120321
317,93,2,2.6,2.2,8.64,1,0.66860783
272,97,2,3.2,3.0,7.33,0,0.48079336
330,81,2,2.2,1.5,6.68,1,0.6983926
265,81,2,1.3,1.9,7.82,0,0.43904817
304,83,5,4.0,1.1,8.36,0,0.51512057
264,96,4,3.9,1.2,9.44,1,0.75767654
297,93,2,1.8,2.9,6.78,1,0.5838902
303,101,1,4.8,4.2,8.89,0,0.68842256
284,95,5,3.2,1.4,9.03,1,0.73445296
274,88,3,4.1,3.1,6.89,1,0.62802035
331,94,3,4.9,3.1,8.31,0,0.65954965
336,112,5,1.0,4.2,9.17,1,0.8852432
298,82,5,2.3,3.4,6.18,0,0.50002337
307,83,1,3.1,1.4,9.49,1,0.65826255
311,114,3,1.9,2.9,6.47,0,0.7923742
319,112,1,3.4,1.3,7.58,1,0.54120225
282,89,2,1.9,4.1,6.27,1,0.6215555
328,90,2,3.6,4.0,7.38,0,0.64886135
311,94,5,1.9,2.1,7.92,1,0.6994187
281,115,2,4.6,4.6,9.55,0,0.84177583
284,97,5,2.5,2.9,9.51,1,0.7560852
314,97,4,4.4,1.1,8.6,0,0.61714846
323,107,2,3.1,4.2,8.02,1,0.68709123
324,88,5,2.5,3.4,8.94,1,0.73925245
263,110,3,4.2,3.3,9.62,0,0.85934836
311,96,4,5.0,3.4,7.86,1,0.7240113
291,100,1,1.8,2.7,7.52,1,0.557127
312,96,3,3.9,3.9,7.34,1,0.6665124
285,81,4,3.6,1.6,7.29,0,0.45588467
338,90,4,4.5,2.6,9.77,1,0.81460905
294,102,4,4.5,4.9,6.83,0,0.6862239
273,99,3,3.5,3.0,7.19,1,0.6140365
293,115,3,2.2,4.2,6.25,1,0.6424513
319,98,4,2.6,3.1,8.05,1,0.65594643
284,91,4,4.8,4.5,6.64,0,0.6457984
313,83,2,4.1,4.9,9.33,1,0.7426159
286,98,3,2.5,1.4,6.25,1,0.5651938
280,101,5,2.7,3.8,7.03,1,0.6213289
307,95,5,1.3,3.7,6.19,1,0.6107728
294,91,1,4.1,3.9,8.74,0,0.61081666
311,114,4,2.4,4.4,7.45,1,0.6318618
329,119,5,4.8,3.9,8.02,1,0.75594866
285,98,2,1.3,2.5,6.88,0,0.40242553
274,113,1,1.5,2.6,7.74,0,0.6288718
264,120,1,3.3,4.4,9.73,1,0.8661097
292,112,5,3.7,4.0,8.7,1,0.79847544
284,86,3,2.1,2.0,9.36,1,0.6695928
340,111,2,4.6,3.6,8.88,1,0.78978926
311,118,1,2.7,1.3,7.94,1,0.6265333
303,81,4,4.9,2.4,8.13,1,0.6877131
279,97,4,1.7,4.2,8.42,1,0.6479582
315,93,3,3.3,4.2,9.27,1,0.7288665
325,83,2,1.8,2.1,9.8,0,0.6172929
267,97,3,3.3,2.7,6.47,0,0.47820845
323,98,4,2.0,3.8,9.55,0,0.744933
288,113,4,2.9,4.9,7.7,0,0.6610759
307,94,1,3.0,4.1,9.11,1,0.74179465
278,91,5,2.9,1.5,9.48,1,0.7433082
268,99,2,1.5,2.2,9.84,0,0.78326195
331,106,3,1.5,3.6,6.18,0,0.79705924
274,102,5,1.5,2.9,7.01,1,0.5687805
327,108,5,2.6,2.0,8.21,1,0.68875724
322,105,2,2.9,4.0,6.44,0,0.731897
297,81,3,2.1,3.5,9.18,0,0.56428725
306,82,3,3.0,4.4,9.47,1,0.69628274
272,100,5,1.3,2.3,8.3,1,0.6855701
305,116,2,1.1,2.4,6.99,0,0.72858757
295,98,2,3.6,3.3,9.4,0,0.7216516
269,115,4,4.4,4.2,6.9,1,0.72598845
314,108,2,2.2,2.6,6.96,0,0.69344634
282,81,4,3.8,1.4,7.05,0,0.44504392
282,93,2,4.6,1.1,9.25,1,0.71868855
327,102,3,2.7,1.3,9.71,0,0.7411779
303,80,5,1.0,2.1,6.23,0,0.4738563
264,82,5,4.6,5.0,6.54,1,0.70438933
263,95,1,3.2,2.5,6.4,1,0.5737019
289,114,5,4.6,4.1,7.72,0,0.6985557
311,112,4,4.3,4.8,8.03,1,0.7450025
272,120,4,1.2,1.3,9.11,1,0.81784165
277,118,3,3.5,1.9,6.12,0,0.7498124
291,116,1,4.9,3.6,7.45,1,0.68839645
292,97,2,2.0,4.4,9.01,1,0.6821328
317,107,3,3.3,3.1,7.1,0,0.6762808
321,104,3,2.6,3.8,9.4,1,0.8404088
330,105,3,3.4,2.2,9.11,0,0.7455976
273,119,1,1.1,4.1,9.15,0,0.88419765
273,103,1,2.5,1.9,7.43,0,0.5126583
269,109,2,1.7,3.5,9.79,0,0.89978105
318,113,1,1.4,2.6,9.7,1,0.891601
298,111,2,2.8,3.1,6.78,1,0.5472031
305,98,5,1.8,3.3,9.52,1,0.76862967
277,81,4,2.7,2.1,9.61,1,0.7116562
278,116,1,4.0,3.2,8.58,0,0.7339813
296,93,5,1.2,3.9,9.43,0,0.6270236
262,88,1,2.8,2.6,9.38,0,0.62398523
314,108,2,4.0,4.7,9.67,1,0.84498876
266,98,1,4.2,1.5,8.67,1,0.66719913
330,97,4,4.5,3.4,9.75,0,0.7846957
311,118,2,2.9,2.5,6.76,1,0.62240666
313,108,3,4.3,3.1,9.04,0,0.7547359
297,99,4,1.6,4.9,7.14,1,0.5957649
322,96,2,2.8,1.4,9.7,1,0.7974658
323,117,4,2.8,4.2,8.65,0,0.74153715
265,104,1,2.0,1.6,7.0,1,0.5649054
333,86,2,3.1,4.7,9.31,0,0.7325172
311,111,1,2.7,3.8,7.59,0,0.6061476
303,93,4,3.2,4.4,8.92,1,0.7037837
295,115,4,4.1,1.1,6.09,0,0.7980765
296,90,3,4.4,4.0,9.33,1,0.7175736
323,112,4,2.2,4.5,8.43,0,0.72344506
307,95,2,4.8,3.6,8.89,0,0.64145416
286,82,3,2.0,1.3,8.39,0,0.45544365
324,106,1,4.6,1.3,7.99,1,0.59061307
260,89,4,3.1,3.8,6.89,1,0.61480504
307,86,4,5.0,4.7,6.21,1,0.7431747
296,99,2,4.2,3.7,9.03,0,0.68255186
308,84,3,2.5,1.9,9.86,0,0.599777
314,99,5,3.1,2.5,8.18,0,0.5305301
298,89,2,2.6,2.4,9.03,1,0.64619637
295,84,4,3.0,3.1,7.94,0,0.5062593
325,117,1,5.0,1.0,7.19,1,0.5517131
325,83,4,2.3,2.0,6.77,0,0.52268165
327,96,2,4.5,2.9,7.48,0,0.61403656
261,108,5,2.9,1.4,8.13,0,0.6513849
324,112,3,4.8,1.7,9.77,0,0.86267823
277,105,2,3.4,3.8,6.2,1,0.61487484
300,96,3,1.3,2.6,6.97,1,0.5891918
298,109,4,2.4,1.2,8.82,1,0.7600101
285,84,4,3.4,1.9,9.53,0,0.6243169
334,88,3,1.7,2.9,7.92,0,0.6008957
262,95,3,4.5,1.1,7.94,0,0.58056533
308,119,2,1.3,1.0,9.25,0,0.8050698
287,117,2,2.4,2.7,6.82,1,0.53147304
275,101,3,3.0,1.8,6.95,0,0.48768035
281,92,1,3.2,3.8,7.34,0,0.50729036
339,119,3,3.9,3.8,9.24,0,0.8544205
336,81,3,3.8,4.7,7.81,0,0.71011835
308,92,4,1.0,4.0,8.67,0,0.58737034
287,100,4,4.4,2.4,9.74,1,0.81010216
275,118,5,2.5,3.8,8.84,1,0.81747764
323,101,2,4.6,3.1,6.92,1,0.6127794
319,104,3,1.4,2.8,7.62,0,0.6679802
325,82,1,4.2,2.6,6.68,0,0.5635173
285,103,2,1.0,3.8,8.23,0,0.6458361
301,97,4,1.1,3.0,7.06,1,0.59493494
262,106,1,2.5,4.1,6.41,1,0.60018975
280,116,2,3.6,4.9,8.86,0,0.76708573
291,118,2,2.3,3.2,7.52,1,0.59583664
329,115,3,3.4,1.3,8.32,1,0.665633
328,105,2,3.3,3.3,9.4,1,0.8273247
283,110,3,4.7,2.9,9.84,0,0.86387205
324,95,5,1.4,2.4,8.15,0,0.5691864
282,89,4,1.8,2.5,9.33,1,0.69421935
339,80,4,3.4,3.6,8.3,1,0.74959946
267,88,2,2.2,1.9,6.54,0,0.36931756
304,116,5,2.0,4.0,6.62,1,0.72788703
270,93,2,1.7,3.6,6.39,1,0.6045822
316,108,3,4.3,2.5,8.34,1,0.69864464
271,81,2,2.2,3.6,9.78,1,0.66408694
331,82,3,3.3,2.9,6.54,0,0.5488805
269,106,1,1.1,2.7,8.65,1,0.6496184
322,85,5,5.0,4.9,9.19,0,0.76566887
294,116,4,1.4,4.1,9.33,1,0.86493254
297,108,1,1.6,2.1,8.47,0,0.6652344
280,92,4,2.4,2.8,9.04,1,0.6840562
310,95,2,3.5,2.7,8.26,0,0.5849895
277,80,1,2.0,1.9,6.37,1,0.5994769
277,103,5,2.0,4.9,8.67,1,0.714268
285,107,3,1.0,2.9,7.62,0,0.55360067
279,90,2,1.9,1.8,9.93,1,0.697377
284,102,1,4.1,1.1,7.84,1,0.60561514
339,109,1,2.9,3.1,6.99,1,0.6294605
